text,target
"VMBernard Meditation is definitely a great way to clear your mind before you start the day Good for you ",positivo
"Could nighttime candlelit yoga calm your mind for a better sleep ",positivo
"Only have time to sneak in a quick workout tonight Get toned in just 10 minutes with this fun dance routine: ",positivo
"Volunteering can make you happier and healthier Heres how to get started: ",positivo
"LaurenMariaS Good choice We love peanut butter ",positivo
"Are you taking advantage of fresh strawberries this summer Check out these amazing health benefits: ",positivo
"Want to use 600 muscles while burning 400 calories an hour Heres what you need to know about Nordic walking: ",positivo
"Have a friends birthday coming up Bake them this delicious Dairy-Free Chocolate Birthday Cake: ",positivo
"HealthierMomma Awesome Having veggies for breakfast is always a good idea ",positivo
"Tell us: Whats your healthy Monday morning routine ",positivo
"ÄåAlthough no one can go back and make a brand new start anyone can start from now and make a brand new endingÄå -Carl Bard ",positivo
"Quiet your mind calm your body and bring on your best sleep of the week: ",positivo
"You dont need to turn on the stove or oven to make a delicious meal Check out our best raw recipes for inspiration: ",positivo
"Find a shady spot throw down a blanket sip some iced tea and enjoy these steamy summer books: ",positivo
"Yoga is the perfect gentle Sunday morning workout Whats the best yoga style for you Find out with our quiz: ",positivo
"Boost your smoothies nutrition with these healthy bonus ingredients: ",positivo
"Tempted to stay up late Remember that getting enough sleep can make you happier and healthier: ",positivo
"Skip the caffeine and opt for this refreshing Citrus Energy-Boosting Smoothie instead: ",positivo
"Happy Friday Whip up one of these healthy summer cocktails to toast to the weekend: ",positivo
"groceryalerts Sounds like a busy schedule ",positivo
"Get fit and boost your energy in just 10 minutes with this workout video: ",positivo
"kaelsu Thanks for reading Let us know how you like it ",positivo
"This light dessert will satisfy even the biggest critics and takes just minutes to prepare: ",positivo
"Summer heat can hinder your fitness plan Heres how to stay healthy during your outdoor workout: ",positivo
"NutritionPhx It definitely is And its delicious ",positivo
"jessica_laine Yum Berries are the best in the summer ",positivo
"Jemrah1 We like to think having an occasional treat is good for your mental health ",positivo
"For the best bike ride on any terrain visit your Specialized dealer to get a Body Geometry Fit: [SPONSORED] ",positivo
"Jemrah1 Adorable That would make our day ",positivo
"HHH_Dannii Thats a good one Especially when its hot ",positivo
"groceryalerts We love beach volleyball Its so much fun ",positivo
"SMcCohen Love that idea Lavender smells amazing ",positivo
"SimplyK21 Agreed Yoga is a great way to wake up We love these energizing yoga poses: ",positivo
"Ladymarian28 Thats great If you need any help check out our guide on how to find the right one for your needs: ",positivo
"Summer weekends would be so much better with a grill from WeberGrills Enter to win one from readersdigestca: ",positivo
"Simplify life get healthier and reduce stress with these 9 routines to add to your life: ",positivo
"TELL US: Whats your favourite relaxing bedtime routine ",positivo
"Sit at a desk all week Book a massage to counteract it Here are some other healthy reasons to book an appointment: ",positivo
"Fun fact: Using cast iron pots and pans is a good way to boost your iron intake Who knew ",positivo
"Some foods are just better when theyre eaten together Find out which food pairs boost nutrition: ",positivo
"Get a healthy start to your weekend This eight-move yoga routine will boost your energy: ",positivo
"Refreshing hydrating and delicious this Watermelon Bliss Smoothie is a yummy way to start the day: ",positivo
"Tip of the day: Get a good sleep so you have enough energy for a good workout: ",positivo
"Be beautiful and eco-friendly at the same time with these eco-beauty picks: ",positivo
"Baring your bod on the beach this weekend Try these tricks to look beautiful in a bikini: ",positivo
"Tell us: Whats your favourite healthy morning ritual ",positivo
"Love summer dips Heres a handy guide to help you choose which dips to snack on and which to steer clear of: ",positivo
"TELL US: How do you make your commute healthier Try these tips to sneak in some healthy acts every day: ",positivo
"A decadent dessert minus the oven Yes please This Raw Pecan Pie will satisfy your sweet tooth without sugar: ",positivo
"Share your best one-dish recipe with CanadaTOH for a chance to win $500 Hurry contest closes tomorrow: ",positivo
"The surprising way singing in a group is good for your health: ",positivo
"Tip: When making pasta swap regular noodles for spaghetti squash to cut calories boost flavour and sneak in extra veggies SwapandDrop ",positivo
"Make one of these energy bar recipes tonight and stash em in your desk or purse to stay energized all week: ",positivo
"BaliniSports ThatSportsGirl RobynBaldwin All of those add-ins sound healthy and delicious ",positivo
"TELL US: Whats your favourite healthy smoothie add-in ",positivo
"Tip: Snack on frozen grapes instead of candy for a healthier refreshing treat ",positivo
"Only a few more days to submit your best one-dish recipe to CanadaTOH The winner gets $500 Enter now: ",positivo
"All it takes is a few simple ingredients to whip up these tasty meat-free burgers: ",positivo
"Outdoors all weekend Here are some natural bug-repellant options to consider if you dont like DEET: ",positivo
"A refreshing twist on the traditional breakfast smoothie this drink uses Moroccan inspired flavours: ",positivo
"Best of luck to all joes_team triathlon participants today cc malindadenbok ",positivo
"Whip up some Classic Guacamole to pair with a refreshing summer drink tonight: ",positivo
"Reason 1: You can say yes to dessert without feeling guilty Read 9 more reasons life is better when youre fit: ",positivo
"Yet another couple we know is getting divorced How can my husband and I make sure we donÄåt become a statistic ",positivo
"Tip: Making fruit salad for dessert Add lemon juice fresh herbs and maple syrup for a delicious combo ",positivo
"KitchenaliaOtt They are delicious Enjoy ",positivo
"Happy 4th of July to our friends south of the border Celebrate with these yummy Sugar Star and Flag Cookies: ",positivo
"Healthy Dinner: Cucumber Mint Gazpacho: ",positivo
"Tip: Make it your mission to skip elevators and escalators and take the stairs all day today Tonight note how strong your legs feel ",positivo
"Tip of the day: Try obstacle racing to make fitness exciting again: ",positivo
"Add some spice to your dinner tonight for these bonus health benefits: ",positivo
"Stay healthy on a plant-based diet Here are the best sources of vegan protein: ",positivo
"Find out how many calories your fave refreshing summer beverage is setting you back: ",positivo
"Our partners at CanadaTOH are looking for your best one-dish recipe The winner will win $500 ",positivo
"The best way to shape up for swimsuit season Put one on and get swimming Check out these fitness benefits: ",positivo
"Are you getting the sleep your body needs Take our quiz and find out just how rested you really are: ",positivo
"Need some fun fitness ideas for the summer These outdoor options will whip you into shape: ",positivo
"Its officially strawberry season Here are 10 healthy reasons to have some for dessert tonight: ",positivo
"Forget the shiny face or bod covered in thick paste Heres how sunscreen looks feels and works better than ever: ",positivo
"MT AstridVanDenB: bonnie_munday besthealthmag love the idea of this trip Must give a serious think as to how to execute ",positivo
"DebbieHughes Have fun Let us know how it goes ",positivo
"DonÄåt let allergies interfere with getting a good sleep Try these tips to ensure youÄåre well rested: ",positivo
"Fit in a workout while enjoying CanadaÄå rivers lakes and oceans with these exciting water sports: ",positivo
"Happy Canada Day Celebrate with Canadian movies books and mags (including Best Health for iPad) on iTunes: ",positivo
"Start your morning with a red smoothie to celebrate Canada Day This Cranberry-Ginger Smoothie is delicious: ",positivo
"Movie night Here are some healthy reasons to eat popcorn: ",positivo
"Not all yoga mats are created equal Heres how to choose the best one: ",positivo
"Bored Check out these great Canadian movies books and mags (including Best Health for iPad) for Canada Day weekend: ",positivo
"Need a healthy (and delicious) party appetizer Try these Vegetable Chips with Spicy Peanut Dip: ",positivo
"Fuel for your workout with this yummy Chocolate-Almond Smoothie: ",positivo
"Tip of the day: Make a photo book of all the things youre grateful for to look at when youre feeling down: ",positivo
"Dont want to gain weight or be grumpy Then make sure you get a good sleep tonight: ",positivo
"Healthy Dinner: Warm Sweet Potato and Kale Salad: ",positivo
"Entertain yourself all weekend whatever the weather What to read listen to and watch to celebrate Canada Day: ",positivo
"Find out which 3 nurses won Johnson Insurances Best Health 2013 Nurse Excellence Awards in the Sept issue of besthealthmag [SPONSORED] ",positivo
"Celebrating what womens bodies really look like after giving birth: ",positivo
"Were looking for Canadas best healthy bloggers Nominate your favourite and youll be entered for a chance to win: ",positivo
"MannequinMaiu That looks like so much fun Great shades too Happy NationalSunglassesDay ",positivo
"Best Health is featured as one of 10 Canadian-made magazines for iPad in the Made In Canada collection on iTunes ",positivo
"We met the amazing woman behind ClementineField an organic beauty e-boutique Love all the great products on offer: ",positivo
"Yes you can get a sunburn on your eyes - so sport some shades NationalSunglassesDay ",positivo
"6 things you should know about your genital health: ",positivo
"Dont want cavities Then make sure you do this: ",positivo
"Healthy Dinner: Warm Mushroom and Beetroot Salad with Toasted Almond and Mustard Dressing: ",positivo
"cora_mcknight Good for you Have you tried it cold Iced green tea is delicious for hot summer days ",positivo
"Research from around the world encourages us to embrace sex with gusto Heres why its so healthy: ",positivo
"Cramps and bloating ruining your Tuesday night Try these PMS-fighting foods to feel better faster: ",positivo
"Have some time tonight Get baking This healthy Gluten-Free Banana Bread is perfect for quick breakfasts and snacks: ",positivo
"How do you store your fruits and veggies A new study says storing them differently may boost health benefits: ",positivo
"Need to brighten your day Pep up your mani or pedi with Summers hottest new nail polish colour: ",positivo
"Fuel your day with a healthy breakfast Who needs caffeine when you have this Citrus Energy-Boosting Smoothie ",positivo
"Mmmstrawberry season Theres no better dessert than fresh strawberries - the health benefits are great too: ",positivo
"Dont want to go to the doctor every time you think you have a yeast infection Luckily theres a new home test: ",positivo
"Condiments taking up precious fridge space Youd be surprised at all the ways you can use them: ",positivo
"christinacopp Thats awesome Keep it up - its worth it ",positivo
"Its a sunny day in Toronto - find out why thats good news for those looking to score a date: ",positivo
"Think everyone should know about your favourite blog Nominate them for our 2013 blog awards: ",positivo
"Look glowing and radiant for your big day with these slimming yoga poses that will get you wedding gown-ready: ",positivo
"Grab some fresh strawberries from your local market and whip up this delicious salad: ",positivo
"Need some motivation to get up and go today Here are 5 reasons to run: ",positivo
"Whether you love crafts knitting or baking being creative has a powerful effect on your well-being: ",positivo
"Take advantage of fresh seasonal vegetables and whip up this delicious stir-fry for dinner: ",positivo
"Impress your guests (or enjoy it yourself) - either way this Sun-dried Tomato & Goat Cheese Bruschetta is delicious: ",positivo
"Didnt sleep well last night Take a nap and get refreshed: ",positivo
"Listening to John Stanton and Jenn Heil speak before taking part in Run for Women 5k to raise funds for womens mental health - Jen Walker ",positivo
"Stretch bend and pose your way to a better sleep with these soothing yoga poses: ",positivo
"Dessert time This Rhubarb and Berry Crisp is a delicious way to use summer berries: ",positivo
"Forget the fatÄåavocados are a super-healthy way to add valuable nutrients and fibre to your diet: ",positivo
"Check out the September issue of besthealthmag to see who won Johnson Insurances Best Health 2013 Nurse Excellence Awards [SPONSORED] ",positivo
"laurarobinsontv LisaKadane Great plans We love any activity that involves water ",positivo
"Happy Friday My fitness plans for the weekend are ",positivo
"Breakfast tip: Swap a bagel for whole wheat toast to save over 230 calories SwapAndDrop ",positivo
"Camping is more glamorous than you think Heres how to get over your fears and spend some time outdoors: ",positivo
"Its our daily choices that make us healthy Find out how healthy you really are: ",positivo
"Summer heat messing with your beauty routine Get gorgeous in the heat with these must-have summer beauty products: ",positivo
"Tip of the day: Find the right bike store to ensure you get the best bike for you: ",positivo
"Getting ready for bed Dont forget to floss your teeth Oral health can affect all other aspects of your health too: ",positivo
"Listen up ladies: Its essential that youre aware of these health conditions: ",positivo
"Is getting a wax part of your summer routine If you havent tried it (and even if you have) read this before you go: ",positivo
"SueLoveless Gorgeous photo Thanks for sharing ",positivo
"My favourite way to sneak in exercise is ",positivo
"marisabaratta Wow - thats a lot of moving around Its great that you sneak some walking in ",positivo
"Tip of the day: Get to know your neighborhood by walking everywhere: ",positivo
"Tossing and turning all night Try these sleep strategies from a leading sleep expert: ",positivo
"Pack some sandwiches and your fave blanket - today is International Picnic Day Whats your favourite picnic spot ",positivo
"Stay gorgeous in the heat - without harming the environment - with these eco-friendly beauty products for summer: ",positivo
"sillygyrl8 Thats a full evening of fitness Good for you ",positivo
"Dont stay inside all night Heres how nature can make you healthier: ",positivo
"Whats your favourite blog Show it some love and nominate it for our blog awards: ",positivo
"Think positive thoughts: Whats one thing you love about Monday ",positivo
"Think you have a yeast infection Theres a new at-home test that can help diagnose it: ",positivo
"Tired of being stuck on a bus or in traffic every morning Heres how to make your commute healthier: ",positivo
"Have some time to spare today Heres how using it to help others is good for your health: ",positivo
"Worried that your family isnt getting enough exercise Here are six easy fitness ideas for the whole family: ",positivo
"Happy Fathers Day to all the wonderful dads out there We hope you get spoiled today ",positivo
"How to bring passion back into your marriage and keep love and intimacy alive: ",positivo
"Love you local farmers market Make sure you check out these ones across Canada too: ",positivo
"Happy Saturday Heres how to get active and make the most of your weekend: ",positivo
"Sleep deprivation can affect everything from memory to immune function Make sure you rest well with these tips: ",positivo
"Movie night Make your own popcorn Here are some healthy (and yummy) ways to flavour it: ",positivo
"If your Friday night plans involve drinks make them healthy with these cocktail recipes: ",positivo
"Tone your tummy in time for summer (and bathing suit season) with this hard-core abs workout from arFit: ",positivo
"Best Health 2013 Nurse Excellence Awards: One day left to meet the June 15 nomination deadline - besthealthnursingexcellenceca [SPONSORED] ",positivo
"NicoleBoles Were so happy you like it ",positivo
"Love DIY Youre in luck - heres how it can make you happier: ",positivo
"Support a good cause This weekend $1 for every product purchased from KiehlsCa will go to CampOoch ",positivo
"Work out outdoors Check your closet and make sure you have all these items: ",positivo
"Another good tip MT supermomworkout: besthealthmag Alsowalk FASTER Longer strides work different muscle groups rangeofmotion ",positivo
"lauraspragge were so happy you enjoy it ",positivo
"linjenkinson That sounds like a yummy combo ",positivo
"IceTear1 Kezzfrog pamelasmom pamelasmom Jemrah1 Tams_Star Were relaxed just thinking about doing all those things ",positivo
"Looking for a new way to enjoy fresh summer peas Try one of our best healthy pea recipes: ",positivo
"Time-saving tip for the am: Put all your go-to smoothie ingredients in cup in the fridge overnight wake up tomorrow toss in the blender ",positivo
"Tip of the day: Eat more tofu to meet your calcium needs: ",positivo
"MaudeJohn Its always fun to enjoy some relaxing vacation time ",positivo
"sgwash We love that idea These are our favourite races across Canada: ",positivo
"Pingboy11 Sounds like a good balance ",positivo
"Tell us: Do you prefer a lazy vacation or do you like sticking to a workout routine while youre away ",positivo
"bitchinkitchen were grateful for all the inspiring healthy people that follow us ",positivo
"Tip: Dont forget to sneak out for a walk on your lunch break Even if its short it will help clear your mind and boost your energy ",positivo
"Like your yoga with a side of music and delicious food Check out the best yoga festivals in Canada this summer: ",positivo
"Our summer issue is on newsstands today Take a sneak peek of whats inside then grab a copy of your own: ",positivo
"Having a pizza night Make it a healthy one This Salad Pizza is delicious and nutritious: ",positivo
"Want to watch a chick flick tonight but your friends arent around Heres how to get your guy to love girly movies: ",positivo
"Cant think of a good reason to go for a run Weve got five: ",positivo
"Sneak some greens into this mornings smoothie - we promise your family will love it: ",positivo
"Louise_Hayes Happy reading Let us know what you think of our picks ",positivo
"Yummy dinner idea: Sweet Roasted Butternut Squash and Greens over Bow-Tie Pasta: ",positivo
"Did you know that some dogs cant swim Heres how to make sure your pet stays safe around water: ",positivo
"Having a cozy movie night These roasted almonds make a yummy and healthy snack for movie-watching: ",positivo
"Did you know you can grow all the herbs you need for the perfect cup of herbal tea in your own garden Heres how: ",positivo
"We have some exciting news: Its time for the 2013 besthealthmag Blog Awards Nominate your fave blogger here: ",positivo
"We already know the many benefits of being fit - but sometimes its the extra bonuses that keep us motivated: ",positivo
"Whats for dessert How about some brownies that sneak in a serving of veggies: ",positivo
"Good news for yoga-lovers: A new study shows that 20 minutes of yoga stimulates brain function immediately: ",positivo
"Do you have a bunch of bananas that are starting to go brown Here are some yummy ideas for what to do with them: ",positivo
"Need something refreshing on this hot day Check out our best raw recipes for drinks desserts soups and salads ",positivo
"Craving one of your favourite childhood desserts Here are five healthier takes on some classics: ",positivo
"Get the Summer issue of Best Health on iTunes today ",positivo
"Did you know friendship has some surprising health benefits Find out the many ways friends can boost your health ",positivo
"Whether youre planning to go for a wax or just had one heres how to soothe your skin and keep it soft: ",positivo
"Add beans to your family dinner Theyre great for kids because they release glucose slowly which stabilizes mood and energy HealthyMeWeek ",positivo
"Everything you need to know to keep your breasts healthy: ",positivo
"Dairy isnt the only way to build strong bones Here are some other yummy healthy sources of calcium: ",positivo
"Plan tomorrows breakfast tonight Here are some delish lactose-free recipes to inspire a healthy morning meal: ",positivo
"Sushi pockets are a quick lunch idea that also make an excellent appetizer: ",positivo
"Best Health is proud to support Healthy Me Week (June 2-8) ",positivo
"Beets and strawberries together Trust us - youll love this smoothie: ",positivo
"Make tonight movie night Heres how sad movies can actually make you happy - bring on the tearjerkers ",positivo
"Get outside today and burn some calories These spring activities are perfect for warm weather: ",positivo
"mollymorganrd We love that recipe Hope you do as well ",positivo
"Healthy potluck lunch in the besthealthmag office ",positivo
"Even if you love your local market these farmers markets across Canada should be on your must-visit list: ",positivo
"Take our quiz to find out if your sex life is healthy and learn what you can do to improve it: ",positivo
"Healthy Dinner: Kale and Sweet Potato Soup: ",positivo
"Why did a woman on the brink of becoming a professional dancer choose to go into nursing instead Read her story ",positivo
"A flatter stomach in time for summer Yes please ",positivo
"Is there a topic youd like to see covered in Best Health Someone or something we should know about Wed love to hear your feedback ",positivo
"harriet250 Let us know when it arrives Wed love to know what you think ",positivo
"Water intake is important but lots of us dont get enough Find out how much water you really need to drink: ",positivo
"Psstwere sharing some healthy inspirational photos on instagram Have you followed us yet ",positivo
"Seeds may be tiny but theyre packed with nutrients Here are six mighty seeds to add to your diet: ",positivo
"Tip of the day: Fill your grocery cart with whole foods for a healthier shopping trip: ",positivo
"Meditation can make you healthier and happier - a great way to welcome the start of a new work week: ",positivo
"Get an extra healthy boost in tomorrow mornings smoothie with these nutritious add-ins: ",positivo
"Eating organic can be costly but experts suggest its worth it to buy certain foods organic Here are the top five: ",positivo
"Make tonights dinner a spicy one - just check out these amazing health benefits of spices: ",positivo
"Tip of the day: Try kale chips for a yummy way to sneak in some leafy greens: ",positivo
"Want to make tonights dinner even more healthy and flavourful Add some fresh herbs: ",positivo
"xoxAnastasia Arent we all at some point ",positivo
"Are you getting enough exercise Find out how active you really are: ",positivo
"Dedicate some time to healthy baking tonight and make a batch of this yummy Gluten-Free Banana Bread: ",positivo
"Healthy Dinner: Healthy Broccoli Cranberry & Almond Salad: ",positivo
"Bored of eating the same healthy foods every day Try these enticing new options for a nutritional shakeup: ",positivo
"Tune into morninglive for 7:20 am - our Editor-in-Chief bonnie_munday is talking about some of the latest healthy foods ",positivo
"Turn your bedroom into a relaxing spot where you can wind down and get the best sleep possible: ",positivo
"Dont forget to tune into morninglive for 7:20 tomorrow morning bonnie_munday dishes talks new healthy foods cc smittencreative ",positivo
"Only have 10 minutes to sneak in a workout tonight You only need a dish towel to do this exercise routine: ",positivo
"Simple acts of kindness can improve your mood and health Do something nice for someone today: WellnessWednesday ",positivo
"StarTrekIntotheDarkness actress MsNazContractor shares her fitness health and beauty tips with us: ",positivo
"Too much cycling giving you a sore behind Specialized_ca has the answer Find your ideal saddle here: [SPONSORED] ",positivo
"Think youre healthy Take our quiz to find out how healthy you really are: ",positivo
"Healthy Dinner: Sweet Roasted Butternut Squash and Greens over Bow-Tie Pasta: ",positivo
"Recent studies show that marijuana can both relieve symptoms of Crohns Disease and help prevent diabetes: ",positivo
"harriet250 Hi Harriet Were checking into this for you Well get back to you soon ",positivo
"Want to get fit with a new workout routine Try a 30-day yoga challenge: ",positivo
"Get clear glowing skin by including these healthy foods in your diet: ",positivo
"Get back into your regular routine after a long weekend of relaxing Heres how routines keep you healthy: ",positivo
"Try these plant-based sources of protein for a delicious and healthy alternative to meat: ",positivo
"Healthy Dinner: Sweet Potato and Cucumber Salad: MeatlessMonday ",positivo
"Do you know how to tune up your own bicycle Teach yourself with these tips: ",positivo
"Have a healthy pizza night with this yummy recipe: ",positivo
"The best new gear to get you looking great for spring workouts: ",positivo
"Spending more time outdoors Dont forget about your pet Heres how to keep your pet safe outside: ",positivo
"No time to tone up before your beach getaway Try these easy (and safe) tricks for looking fantastic in your bikini: ",positivo
"Planning a last-minute long weekend getaway Head to one of these relaxing health retreats across Canada: ",positivo
"These health questions are surprisingly common Do you know the right answers ",positivo
"Need a healthy breakfast idea Try this refreshing twist on the traditional breakfast smoothie: ",positivo
"Tip of the day: Treat yourself to attractive new workout gear to stay motivated: ",positivo
"A proper nights sleep is crucial to your health If you cant get to sleep find out if its one of these culprits: ",positivo
"You dont have to go on vacation to get all the benefits of tropical fruit: ",positivo
"Want slimmer stronger legs Go for a walk on your lunch break today: ",positivo
"Make sure a deserving nurse is recognized with a Best Health 2013 Nurse Excellence Award: [SPONSORED] ",positivo
"Heading to the ballpark this weekend Stay healthy while cheering for your favourite team with these healthy snacks: ",positivo
"Maintaining a good sleep routine is the best way to ensure you get a good nights rest Heres how to get started: ",positivo
"Its smoothie day at the besthealthmag office We just had these delicious blended bevvies: ",positivo
"Want to add a splash of colour to your spring look We tested vibrant hues to find the best bright beauty products: ",positivo
"Motivate yourself for spring workouts with the seasons best (and cutest) fitness gear: ",positivo
"Have you always wanted to get your boating license Heres how to get certified just in time for the long weekend: ",positivo
"Sneak more nutritious greens like kale Swiss chard and spinach into your diet with these delicious ideas: ",positivo
"Whether you sneak them into a smoothie or celebrate them in a salad heres how leafy greens keep you healthy: ",positivo
"Is your pregnant belly getting in the way of a restful sleep Try these tips for a better sleep: ",positivo
"Spending the night watching your fave shows Sneak in some exercise with a walk break or try this TV workout: ",positivo
"Good news for pet-owners: Having a pet -especially a dog- may protect you from heart disease: ",positivo
"Should you use a midwife Weve cleared up some myths about midwives to help you make your decision: ",positivo
"Quiet your mind calm your body and bring on your best sleep of the week with candlelit yoga: ",positivo
"ÄåChallenges are what make life interesting and overcoming them is what makes life meaningfulÄå - Joshua J Marine MotivationMonday ",positivo
"Ensure you stay healthy on a vegan diet by getting enough protein Here are the best sources: ",positivo
"Let your mind drift today Heres why daydreaming is good for you: ",positivo
"Cant afford an expensive spa day Treat mom (and yourself) to a home spa day with these homemade scrubs and masks: ",positivo
"Need a healthier way to satisfy your chocolate cravings Try this smoothie: ",positivo
"Treat mom to these easy elegant Mothers Day brunch recipes: ",positivo
"Are you running the SL10K this morning Good luck to all participants including our own msmelissagreer  CampOoch NikeRunningCAN ",positivo
"Volunteering can make you happier and healthier Do you volunteer ",positivo
"Run your way to a slimmer body longer life and better mood: ",positivo
"What better way to get your greens than by turning a salad into a meal Heres how to make salads taste amazing: ",positivo
"Get a healthy (and delicious) start to your Saturday with this Wild Macadamia Porridge: ",positivo
"Picked up some fresh in-season asparagus at your local farmers market Heres a delicious dish to make with it: ",positivo
"Happy Friday What are your weekend fitness plans ",positivo
"DonÄåt miss the June 15 nomination deadline for the Best Health 2013 Nurse Excellence Awards: [SPONSORED] ",positivo
"Whats the secret to staying young Just ask mom Thats what these daughters (including Kate Hudson) did: ",positivo
"Tip of the day: Add avocado to your smoothie for a dose of healthy fats: ",positivo
"Mothers Day is only 3 days away Here are some last-minute gift ideas to treat mom: ",positivo
"ReggieFitness Definitely We love oatmeal for breakfast ",positivo
"Want to be healthier A new study shows that kindness can boost physical health: ",positivo
"If youre tired of feeling tired here are some things you can do to sleep better tonight: ",positivo
"Craving chocolate This delicious dessert is a delicious low-calorie way to get your fix: ",positivo
"Ovarian cancer has lowest survival rate of all gynecological cancers RT to spread awareness worldovariancancerday ",positivo
"Before you dial your favourite takeout place for dinner try these tips to fall in love with cooking: ",positivo
"Want to keep your eyes bright clear and healthy Stock up on these foods for healthy eyes: ",positivo
"Treat mom to a feast this Sunday with this delicious Mothers Day brunch menu: ",positivo
"Start this walking plan tonight to look slim and trim in 12 weeks: ",positivo
"Take some time to focus on your mental health this week for CMHAMentalHealthWeek Heres how: ",positivo
"Healthy Dinner: Healthy Broccoli Cranberry and Almond Salad: ",positivo
"Dairy isnt the only way to build strong bones Here are some delicious ways to get enough calcium ",positivo
"solarsaur Hi Peter Please follow us so we can send you a direct message with our editors email Would love to connect Thanks ",positivo
"Treat mom to a new fragrance to help her feel beautiful this Mothers Day: ",positivo
"Meditation has lots of benefits - including improved sleep If you want to have a better rest try it before bed: ",positivo
"Doing the Äåame old same oldÄå may not sound exciting but find out how routines can make you healthier: ",positivo
"A healthy version of pecan pie Yes please ",positivo
"Having guests over this weekend These stuffed mushrooms might just be the perfect appetizer: ",positivo
"Learn to love running We promise youll be happy you did: ",positivo
"Tip of the day: Make your own fries for a healthier way to indulge: ",positivo
"The first step toward a good nights sleep A healthy sleep routine Heres how to create a restful environment: ",positivo
"Research from around the world shows that sex is good for you Here are the many ways it can boost your health: ",positivo
"Happy Friday Spending the night on a patio Try these healthy cocktail ideas to skip some calories: ",positivo
"Boost your nutrition with a refreshing homemade juice Check out these amazing health benefits: ",positivo
"Check out this clip of the lovely suemahRD chatting about some great SwapandDrop recipes on morninglive ",positivo
"Before you buy that bottled bevvy see how six popular drinks compare when it comes to calories and sugar: ",positivo
"Want to motivate yourself to run Sign up for one of these must-run Canadian races that all offer something unique: ",positivo
"Visit today to make your nomination for the Best Health 2013 Nurse Excellence Awards [SPONSORED] ",positivo
"Yum This Matcha Green Tea Torte is a delicious and refreshing dessert: ",positivo
"Healthy Dinner: Vegetable Casserole with Crunchy Bread Topping: ",positivo
"PsstMothers Day is coming up soon Do you have a gift for mom yet Check out these great ideas: ",positivo
"Celebrate the warm weather with a summery dessert This Rhubarb and Berry Crisp is healthy and delicious: ",positivo
"Our content producer msmelissagreer is taking the My Month with MS challenge: MSSocietyCanada 1dayinmay ",positivo
"May is MS Awareness Month and thereÄå good news: Theres a new drug to help patients with early multiple sclerosis: ",positivo
"Which milk alternative would best suit your needs Read on to find out how some options compare: ",positivo
"Feeling jittery after your 3pm coffee break Maybe its time to quit Heres the best way to kick your coffee habit: ",positivo
"Healthy Dinner: Four-Bean Chili Bake with Polenta Topping: ",positivo
"Our beauty editor RhondaRovan talked to a perfume expert about perfume etiquette and signature scents: ",positivo
"Are you slouching at your desk right now Look taller and thinner by improving your posture Heres how: ",positivo
"Have a medical appointment coming up Be your own health advocate to make sure you get the best care possible: ",positivo
"Whip up some of this Gluten-Free Banana Bread tonight to enjoy all week long: ",positivo
"A five-mile walk will do more good for an unhappy adult than all the medicine in the world -Paul Dudley White MotivationMonday ",positivo
"Break out your lucky running socks MEC is giving away weekly prizes + 1 grand prize: MECContest [SPONSORED] ",positivo
"Thinking of taking up gardening Heres how it can be healthy and healing: ",positivo
"Toasted Italian bread with goat cheese and grilled vegetables Sounds like the perfect healthy lunch ",positivo
"Want to improve your skin Add these healthy foods to your grocery list: ",positivo
"Sneak some greens into this mornings brunch with these Kale Brunch Pies: ",positivo
"Could candlelit yoga help you sleep better Try it and find out ",positivo
"Volunteering can make you happier and healthier Heres how to get started: ",positivo
"Spring cleaning isnt just for your home Heres how to spring clean your whole life: ",positivo
"Doing some baking this weekend Try these tips to make your baked goods healthier: ",positivo
"You dont have to spend a lot of money to look and feel good Try these cost-effective tips: ",positivo
"Its a great night for pizza Try one of our healthy pizza recipes for a nutritious twist on everyones fave food: ",positivo
"Stressed Get calm focused and happy with these tips from a stress expert: ",positivo
"Meet a friend for tea tonight or have a phone date Heres how friends can boost your health: ",positivo
"Love biking - but dont love the uncomfortable seat Heres how to make cycling more comfortable: ",positivo
"Healthy Dinner: Asparagus Grape Tomatoes Portobello Mushrooms and Sliced Almond with Whole Wheat Rotini: ",positivo
"Need a dose of cuteness in your day Read these real-life stories of what men have done for love Sighhh: ",positivo
"Fitness icon trishstratuscom shared some of her healthy living secrets with us: ",positivo
"Forget all your worries so you can have a peaceful sleep Heres how: ",positivo
"Craving French fries Heres how to make a healthier version you can feel good about: ",positivo
"Too busy to work out Dance while youre making dinner tonight to sneak in some exercise: ",positivo
"Good news for those who grew up in the 80s and 90s: A popular retro video game has a surprising benefit: ",positivo
"Unless someone like you cares a whole awful lot nothing is going to get better Its not -Dr Seuss MotivationMonday ",positivo
"Celebrate EarthDay by eating these foods that are good for both you AND the environment ",positivo
"Go for an after-dinner walk tonight to help you digest Here are some tips to burn more calories while walking: ",positivo
"Want to rekindle the passion with your partner Heres how to make sex great again: ",positivo
"Dont feel guilty about sipping on a glass of white wine tonight It can actually be good for you: ",positivo
"In need of some new bras Get the perfect fit with this bra shopping guide: ",positivo
"Do you have a favourite charity walk I love the B-Strong walk to support brain cancer research -Katharine ",positivo
"Make Saturday morning delicious with this Chocolate Blueberry Smoothie with Kale: ",positivo
